"jobid","education","programming languages","databases","platforms","misc tools","web frameworks","environments","workflow management","testing software","visualization software"
3426110671,Bachelors,rich processing,,,,,,,,
3426110673,Bachelors,rich processing,,,,,,,,
3426110675,unknown,rich processing,,,,,,,,
3426110693,Bachelors,processing,,,,,,,,
3426110699,Bachelors,processing,,,,,,,,
3426110711,Bachelors,processing,,,,,,,,
3426110712,Bachelors,rich processing,,,,,,,,
3426110713,Bachelors,rich processing,,,,,,,,
3426110714,Bachelors,rich processing,,,,,,,,
3426110723,unknown,rich processing,sql,windows,,,,,,
3426114701,Bachelors,,sql,,bi,,,,,
3426116117,Bachelors,,,windows,,,,,,
3426215674,Bachelors,go,,,,,,,,
3426301058,unknown,c d,oracle,,,,,,,
3426325790,Bachelors,,sql,,,,,,,tableau
3426366958,unknown,puppet,,ibm,chef ansible hadoop,,,,,
3426366959,Bachelors,html css c c++ javascript groovy java perl shell matlab python,,linux windows,,,eclipse,,jenkins,
3426374557,Masters,c java,,,machine_learning,,,,,
3426374559,unknown,c java assembly python,,,,,,,,
3426374565,Masters,c java,,,machine_learning,,,,,
3426374604,Masters,c java assembly python,,,,,,,,
3426386133,Bachelors,format,,,,,,,,tableau
3426430690,unknown,,,windows,,,,,,
3426450226,Bachelors,rich processing r python,sql,,,,,,,
3426452960,Bachelors,css c javascript xslt html,sql,windows,,,visual_studio,,,
3426509620,Bachelors,r python,,,bi,,,,,
3427406055,unknown,java,,docker kubernetes,,,,,,
3426576134,unknown,go,,,bi,,,,,
3426576146,unknown,matlab,,,,,,,,
3426576154,Bachelors,c c++ matlab assembly,,,,,,,,
3426576452,Bachelors,,,windows,,,,,,
3426579161,unknown,c crystal d,,,,,,,,
3426579209,unknown,c d,,,machine_learning,,,,,
3426580027,unknown,d c r matlab,sql,,,,,,,
3426600139,Bachelors,processing,,,,,,,,salesforce
3426665940,unknown,r go text python,,,,,,,,
3426671517,Bachelors,puppet python,mongodb dynamodb postgresql,aws,,,,jira,,
3426676057,Bachelors,go,,,,,,,,
3426710218,unknown,java vue,,,react,spring angular,,,,
3426710308,unknown,c,sql,,machine_learning,,visual_studio,,,
3426712288,unknown,rich html,,,,,,,,
3426722080,unknown,r d,,,,,,,,
3426727995,Bachelors,processing powershell tsql,sql mongodb microsoft_sql_server,azure,,,,,,
3426729798,Bachelors,shell,sql oracle,,,,,,,
3427557583,unknown,ruby c c++ java,mysql oracle mongodb redis dynamodb cassandra postgresql,docker aws,,,,,,
3460570605,Bachelors,dart c r python go text d swift javascript java rust ruby css kotlin apex,,azure,etl,,visual_studio_code sublime visual_studio eclipse,,,salesforce
3461329992,Bachelors,processing,,,,,,,,
3461371671,Bachelors,java shell python,,linux aws,ansible,,,jira,jenkins,
3426731846,High School,,,windows,,,,,,
3426738127,unknown,processing python,sql,aws,hadoop spark etl,,,,,
3426739855,Bachelors,assembly,,,,,,,,
3426753765,unknown,,,,,,,,,salesforce
3426755819,Bachelors,go,,,,,,jira,,
3426756304,unknown,processing,,,machine_learning,,,,,
3426770029,unknown,python,,linux,,,,,,
3426772775,Bachelors,,sql,,,,,,,tableau
3426786246,Bachelors,,,linux windows aws,ansible,,,,jenkins,
3426800305,unknown,r d,,,,,,,,
3461371700,Bachelors,java shell python,,linux aws,ansible,,,jira,jenkins,
3426807234,Bachelors,,sql,,,,,,,tableau
3426822866,Bachelors,java,,,,,,,selenium,
3426825066,unknown,d,,,,,,,,
3426844889,unknown,text d r format,,,machine_learning,,,,,
3428210045,unknown,css processing d javascript html r python,sql,,hadoop pandas spark machine_learning,flask django,,,,
3426845710,Bachelors,,,ios,,,,,,
3426847010,unknown,python,,azure gcp linux kubernetes aws,,,,,,
3426859935,unknown,ruby c javascript java scala python,,aws docker kubernetes,,,,,,
3426863003,unknown,c c++ javascript asp,,azure,,,,,,
3426917576,unknown,go puppet c c++ java r python,,gcp linux aws,chef ansible,,,,,
3426925421,unknown,processing,,,,,,,,
3426929079,unknown,go assembly d,,,,,,,,
3426943425,unknown,crystal,sql microsoft_sql_server,linux windows,,,,,,
3426957950,Bachelors,tsql,oracle sql,,,,,,,tableau
3429099110,unknown,html ruby scala css c javascript kotlin java elixir vue typescript python,,ios android docker aws,react,angular,,,,
3429100830,Bachelors,,oracle sql,,,,,,,
3461465519,Bachelors,r python,sql,,,,,,,tableau
3427091711,unknown,d html,sql oracle,linux,,,,,,
3427093314,unknown,d html,sql oracle,linux,,,,,,
3427093693,High School,,,windows,,,,,,
3427221177,Bachelors,crystal format,sql,,,,,,,
3427356290,Bachelors,java,,,,,,,,
3427559352,unknown,,mysql,,,,,,,
3427632467,Bachelors,python d javascript java shell perl,sql,azure google_cloud docker aws kubernetes,hadoop,,,,jenkins,
3427719747,unknown,,,,bi machine_learning etl,,,,,
3427722647,unknown,javascript,,android,react,ruby_on_rails,,,,
3427830340,unknown,python c++ java r matlab scala jupyter,,,,,,,,
3427868764,Bachelors,,sql oracle,,,,,,,
3427938756,Bachelors,swift,,ios android,react,angular,,,,
3428009076,unknown,java,sql oracle,docker aws,,spring,,,,
3428175306,unknown,ml r apex python,,,machine_learning,,,,,
3428265195,Bachelors,java apex,sql cassandra,,,,,,jenkins,
3428411955,Bachelors,r,,,,,,,,
3428454114,unknown,d processing,,windows,,,,,,
3428537771,Bachelors,ml r python,sql,aws,tensorflow machine_learning,,,,,
3429046547,Bachelors,format,mysql sql,gcp,,,,,,
3429074356,Masters,r python d,,,,,,,,
3429081463,unknown,,oracle sql,,,,,,,
3429096805,unknown,processing c c++ javascript java perl html python,,ios azure linux windows aws,,,,jira,,salesforce
3429501582,Bachelors,processing c javascript crystal html asp,sql oracle,,,jquery angular,,jira,,
3429530695,Bachelors,rich,,,bi,,,,,
3429538252,unknown,r reason d,,,,,,,,
3429565985,unknown,matlab processing,,,,,,,,
3429586803,Bachelors,r,,,,,,,,
3429645549,unknown,c java python,sql,,,,,,,
3429649934,Masters,d,,,,,,,,
3429712181,unknown,go processing r scala python,sql,,,,,,,
3429713333,unknown,processing d r java matlab scala typescript python,mysql sql,gcp google_cloud_platform kubernetes,hadoop spark machine_learning,angular,,,,
3429716536,Bachelors,go php c javascript java groovy python,sql,,,ruby_on_rails,,,selenium,
3429724053,unknown,c processing,sql,,,,,,,
3429724055,unknown,c processing,sql,,,,,,,
3429724057,unknown,c processing,sql,,,,,,,
3429742280,Bachelors,,,,,,,,,tableau
3429755174,Bachelors,swift,,ios android,react,angular,,,,
3429768521,Bachelors,,sql,windows,,,,,,
3429772326,Bachelors,scheme processing,microsoft_sql_server sql,,,,,,,
3429776722,unknown,perl,,windows,,,,,,
3429777257,Bachelors,,,,bi etl,,,,,
3429798479,High School,php c javascript,,ios azure android aws,,,,,,
3429804228,Bachelors,crystal,mysql sql oracle,ios android linux windows macos,,,,,,
3429805670,Bachelors,python,,,,,,jira,,
3429817402,Bachelors,processing r python,,,bi machine_learning,,,,,
3429856959,unknown,shell powershell c java groovy python,oracle sql,windows,,,visual_studio eclipse,,,
3429861756,unknown,php css processing javascript xslt java html asp,oracle,,,,,,,
3429881937,Bachelors,,oracle sql,linux aws,,,,,,
3429884474,unknown,go,,,,,,,,
3429888039,Bachelors,,mysql oracle sql,windows,,,,,,
3429899554,Bachelors,,oracle,,,,,,,
3461465919,Bachelors,java javascript,,,,,,,,
3461465920,Bachelors,ruby shell puppet c java perl python,oracle elasticsearch,azure gcp linux google_cloud_platform docker,chef ansible,,,,jenkins selenium,
3429909502,Bachelors,,,azure aws,,,,,,
3429909666,unknown,css python,postgresql,,tensorflow react machine_learning,,,,,
3429930034,unknown,c c++ html python javascript java css vue,postgresql dynamodb sql mongodb,linux windows docker aws,react,spring angular,,jira,selenium,
3429957518,Bachelors,,,,,,,,,tableau
3429962255,Bachelors,processing,,,,,,,,
3429976872,unknown,javascript python,,linux docker aws,,,,,,
3429977139,Bachelors,go css javascript java python,,,react,,,,,
3429979110,Bachelors,r d,,,bi,,,,,tableau
3430003136,unknown,go d c javascript html tsql,,docker kubernetes,,,,,,
3461525059,Bachelors,ml java python,,ios azure gcp android aws,,,,,,
3430008649,unknown,go java,mysql sql oracle,,,,,,,
3430025292,unknown,d r scala python,sql,,spark machine_learning,,,,,
3430037651,unknown,reason ml scala python,,,hadoop spark machine_learning,,,,,
3430037928,unknown,,,android aws,,,,,,
3430039169,unknown,r d,,,,,,,,
3430049067,unknown,processing javascript java typescript python,,linux,react machine_learning,,,,,
3430049113,Bachelors,,sql,,bi,,,,,qlik
3430067338,unknown,ruby puppet java shell python,,azure linux windows docker aws,chef ansible,,,,jenkins,
3430076631,Bachelors,puppet,,slack,chef,,,jira,jenkins appium,
3430087078,unknown,java,,docker kubernetes,,spring,,,,
3430087136,Bachelors,c++ java perl python,,linux windows,,,,,,
3430087146,Masters,processing c++ java,,linux windows,,,,,jenkins,
3430087157,Bachelors,processing c c++ matlab python,,,,,,,,
3430087174,unknown,processing,,,,,,,,
3430087179,Bachelors,c++ java perl python,,linux windows,,,,,,
3430087182,unknown,java,,docker kubernetes,,spring,,,,
3430118674,unknown,python matlab assembly processing,,,,,,,,
3430118828,unknown,javascript typescript,sql postgresql,aws,react,,,,,
3430119188,unknown,r c d,,,machine_learning,,,,,
3430129477,Bachelors,java python,sql,ios android linux,,,,,,
3430136150,Bachelors,,sql,,,,,,,
3430145104,unknown,processing c c++ javascript,,linux windows,,,eclipse,,,
3430147144,Bachelors,,,,,,,,,salesforce
3430147987,unknown,,sql,windows,,,,,,
3430149449,Bachelors,scala puppet java python,,azure gcp linux kubernetes aws,ansible hadoop spark machine_learning,,,,,
3430150062,unknown,php kotlin java scala python,sql couchbase,linux windows,spark,spring,,jira,jenkins,
3430158394,Bachelors,,sql,,,,,,,
3430158406,unknown,go,,,machine_learning,,,,,
3430158534,Bachelors,go,,,,,,,,
3430159114,unknown,d java r,,android,,,visual_studio,,,
3430159116,Bachelors,go,sql,azure,,,,,,
3430159117,Bachelors,powershell,,azure linux docker kubernetes,,angular,,,,
3430169162,Bachelors,python ruby puppet powershell perl,,docker kubernetes,chef ansible,,,jira,jenkins selenium,
3430173481,unknown,c r python,,,bi,,,,,tableau
3436174885,Bachelors,php c javascript java python,sql,,unity,,,,,
3430210498,unknown,c,sql oracle,windows,,,,,,
3430210499,Bachelors,d c r,,ibm azure linux windows,,,,,,
3430217016,unknown,,,ibm,,,,,,
3430217672,Bachelors,css c c++ javascript java html format python,oracle sql,,,express,,,,
3436390663,unknown,go ruby puppet java groovy scala python,,aws linux,ansible,,,,jenkins,
3436406882,unknown,go processing,sql,,,,,,,
3430266268,Bachelors,java,sql oracle,,,,,,,
3430271796,unknown,c go,oracle,,,,,,,
3430281410,unknown,d r python,sql,,machine_learning,,,,,
3430284265,unknown,r d,,,,,,,,
3430343453,Bachelors,c++ r python,,,pytorch tensorflow keras,,,,,
3430363725,unknown,css javascript,,azure google_cloud aws,react,,,,appium,
3430367568,unknown,r d,,,spark,,,,,
3430374816,Bachelors,processing,,,,,,,,
3430376924,Bachelors,c python go php powershell java puppet ruby,mysql sql cassandra,linux windows kubernetes ios azure docker aws google_cloud_platform,ansible chef,,,,jenkins,
3430380504,Bachelors,processing java perl r python,mongodb cassandra,,bi hadoop spark machine_learning,,,,,tableau
3430400261,Bachelors,scala processing c java python,oracle sql dynamodb,aws,hadoop spark,,,,,
3436408373,unknown,,,,,,,,,tableau
3436421552,Masters,d,,,,,,,,
3436429056,unknown,shell java r python,firebase,gcp google_cloud kubernetes docker google_cloud_platform,hadoop machine_learning,,,,,
3436429066,Bachelors,nix java shell scala python,mysql postgresql,,hadoop spark,,,,jenkins,
3461616060,Masters,ml processing cuda c++ python,,,pytorch tensorflow machine_learning,,,,,
3430418648,Bachelors,apex shell processing,sql,,,,,,,
3430435313,unknown,css processing javascript java,,,react,jquery,,,,
3430435314,unknown,css processing javascript java,sql,,,jquery,,,,
3430453070,Bachelors,c java matlab python,,linux windows,,,,,,
3430519804,Bachelors,r c go,,,,,,,,salesforce
3430535603,Masters,r d,,windows,,,,,,
3430540694,Bachelors,,,linux,,,,,,
3430551544,unknown,rich,sql,,bi,,,,,
3430588396,unknown,c powershell,oracle sql,,,,,,,tableau
3430597447,Bachelors,r,sql oracle,,hadoop machine_learning,,,,,
3430688262,unknown,python shell,,azure gcp linux docker aws kubernetes,ansible,,,jira,jenkins,
3430690236,unknown,rich processing r apex,sql,docker kubernetes,,,,,,salesforce
3430757206,unknown,r d,,,,,,,,
3430760961,Bachelors,,sql,,,,,,,
3430761350,unknown,go ruby puppet java groovy scala python,,aws linux,ansible,,,,jenkins,
3430776078,Bachelors,format processing,,ibm,,,,,,
3430776210,Bachelors,java,sql,linux,,,eclipse,,,
3430782773,Bachelors,,sql,,,,,,,
3430782921,Bachelors,r d,,,,,,,,
3430789137,Bachelors,powershell autoit,sql,ibm aws,,,,,,
3430789263,Bachelors,rich php css text c javascript html,sql,,react,,,,,
3430797815,unknown,rich,,,,,,,,
3430815883,unknown,,,,,,,,,tableau
3430832048,unknown,vue,sql,,,,,,,
3430853543,unknown,processing,,,,,,,,
3430861159,unknown,go c swift html,,ios,,,,,,
3430905719,Bachelors,processing,sql oracle,,,,,,,
3430928526,Bachelors,,sql,,,,,,,
3430945031,Bachelors,,,,,,,,,tableau
3430976540,unknown,java,,,react,,,,,
3430978699,Bachelors,r c d,,,,,,,,
3430983001,Bachelors,css processing text shell javascript html,mysql oracle sqlite microsoft_sql_server postgresql,,react,jquery angular,,,,
3430983222,Bachelors,css processing text shell javascript html python,mysql sql oracle sqlite microsoft_sql_server postgresql,,,django,,,,
3430983402,Bachelors,processing java python,oracle mongodb,azure aws,hadoop etl,,,,,
3430983410,Bachelors,,oracle mongodb cassandra,azure aws,etl hadoop machine_learning,,,,,
3431017101,unknown,ml processing r python,mysql sql,,tensorflow,,,,,
3431017921,unknown,,sql,,,,,,,
3431022914,Bachelors,go,,,,,,jira asana,,
3431031817,unknown,ml text processing c c++ java python,,,machine_learning,,,,,
3431062337,Bachelors,r python,sql,,,,,,,
3431062487,Bachelors,go processing java scala python,mysql sql oracle redis,aws azure gcp,spark,,,,,
3431076563,Bachelors,,,azure aws,,,,,,
3431083368,unknown,dart puppet,oracle,ibm linux,machine_learning,,,,,salesforce
3431119610,Bachelors,puppet java,,azure google_cloud_platform,chef ansible,,,,jenkins,
3431127406,Bachelors,,,,,,,,,salesforce
3431128515,unknown,go c c++ java python,sql,,,,,,,
3431136999,unknown,d,,,,,,,,
3431142874,unknown,java,,docker,,spring,,,,
3431147454,Masters,c r,,azure aws,machine_learning,,,jira,jenkins,
3431150828,unknown,python,sql,,machine_learning,,,,,
3431152546,unknown,crystal,,,react machine_learning,,,,,
3431152567,unknown,crystal,,,machine_learning,,,,,
3431162132,unknown,,mysql mongodb,linux aws,,,,,,
3431171464,Bachelors,processing c c++ matlab python,,,machine_learning,,,,,
3461616713,Bachelors,r python,sql,,bi machine_learning,,,,,
3431171578,Bachelors,c c++,,windows,,,,,,
3431171592,Masters,,,windows linux,,,,,,
3431171595,Bachelors,processing c c++ matlab,,,machine_learning,,,,,
3431189610,Bachelors,go puppet c,sql,,chef etl,jquery,visual_studio eclipse,,jenkins,
3431189625,Bachelors,go c c++ java,dynamodb,docker aws kubernetes,,,,,,
3431204132,unknown,go ruby html python,sql mongodb redis,docker kubernetes aws,machine_learning,,,,,
3431208059,Bachelors,rich css d javascript html r,cassandra,,react,express angular,,,,
3431288564,unknown,ruby php java perl python,sql,,,,,,,
3431290274,unknown,processing,,,,,,,,
3431301500,Bachelors,processing c c++ matlab python,,,machine_learning,,,,,
3431316647,unknown,rich,,,spark,,,,,
3431345029,unknown,r python,sql,,,,,,,tableau
3431347194,Bachelors,powershell javascript python,mysql mongodb,linux windows,ansible,,,,,
3431347195,Bachelors,powershell javascript python,mysql mongodb,linux windows,ansible,,,,,
3431347219,Bachelors,powershell javascript python,mysql mongodb,linux windows,ansible,,,jira,jenkins,
3431393182,Bachelors,powershell,,,bi,,,,,
3431394896,unknown,shell,sql oracle,linux,,,,,,
3431401321,unknown,powershell c processing,,,,,,,,powerbi
3431405047,unknown,powershell c python,sql,azure linux aws,bi,,,,,tableau powerbi
3431436227,Masters,r d,,,,,,,,
3431436229,Bachelors,scala processing c++ java python,sql,aws,hadoop spark,,,,,
3431438378,Bachelors,,,azure aws,,,,,,
3431458164,Bachelors,python,sql,,bi,,,,,
3431463481,Bachelors,php css javascript,mysql,docker aws kubernetes,react,laravel,,,selenium,
3431463540,unknown,r julia python,sql,,machine_learning,,,,,looker tableau
3431464522,Bachelors,processing,,azure aws,,,,,,
3431472820,Bachelors,c javascript java asp,sql microsoft_sql_server,azure windows,,,visual_studio,,,
3431477511,unknown,c tsql shell,sql microsoft_sql_server,,,,,,,
3431477677,Bachelors,,microsoft_sql_server sql,,etl,,,,,
3431483074,Bachelors,go,,,,,,,,
3431485336,unknown,php css c javascript,sql,wordpress,,jquery,,,,
3431490734,unknown,assembly,,,,,,,,
3431579659,Bachelors,c++ r python,sql,,hadoop,,,,,tableau
3431627443,unknown,,,,machine_learning,,,,,
3431663213,Bachelors,text apex,,,machine_learning,,,,,
3431681515,High School,,,,,,,,,salesforce
3431717545,unknown,typescript,sql,,react,,,,jenkins,
3431725580,Bachelors,python processing,,,etl machine_learning,,,,,
3431728811,unknown,,,windows,,,,,,
3431729979,Bachelors,,,,,,,,,salesforce
3431744868,Bachelors,css c javascript html asp,sql,,,jquery,visual_studio,,,
3431761689,unknown,,dynamodb,linux docker aws kubernetes,ansible,,,,jenkins,
3431792522,unknown,,,,,,,,,salesforce
3431810216,unknown,,,,,,,,,salesforce
3431857799,unknown,,sql,,,,,,,
3431870289,unknown,css c javascript asp,sql,,,,,,,
3431899410,Bachelors,r,,,,,,,,
3431904692,unknown,,sql,,,,,,,
3432353428,Bachelors,processing d,,,,express,,,,
3436429067,unknown,,,windows linux,,,,,,
3431909125,Bachelors,javascript java,sql elasticsearch,,react,spring,,,,
3431915954,unknown,rich php javascript format,mysql,,react,,,,,
3431919764,unknown,go swift java,,ios android,,,xcode,jira,appium,
3431922927,unknown,java,sql,,,,,,selenium jenkins,
3431924777,Bachelors,puppet javascript java,,,ansible,angular,,jira,jenkins selenium,
3431928613,Bachelors,css c javascript asp,,,,jquery,,,,
3431929846,Bachelors,c,,windows android ios,,,,,,
3431936506,unknown,java,,docker,,,,jira,jenkins,
3431936507,unknown,css shell c javascript groovy java html vue python,redis,docker,ansible,spring,,,jenkins,
3431936998,Bachelors,puppet processing java python,mysql sql elasticsearch,linux windows aws,chef hadoop spark,,,,,
3431943279,Bachelors,processing,,,,,,,,
3431950079,unknown,processing,,,,,,,,
3431950703,Bachelors,,,windows,,,,,,
3431961846,Bachelors,go,,,,,,,,
3431962652,unknown,r d,,,,,,,,
3431962770,Bachelors,processing powershell javascript java r matlab python,sql,,hadoop machine_learning,,,,,
3431982324,unknown,d c c++ javascript r java asp typescript python,,,,,,,,
3431992696,Bachelors,,oracle,,,,,,,
3431992701,Bachelors,,oracle,,,,,,,
3432555695,unknown,c c++ shell,,linux,machine_learning,,,,,
3436438316,unknown,d,,,,,,,,
3431999878,unknown,html css c vue asp typescript python,sql,,machine_learning,jquery,,jira,jenkins selenium,
3432004516,unknown,format,oracle sql,,,,,,,
3432013793,Bachelors,go assembly,,,,,,,,
3432030802,Bachelors,c powershell,,azure aws,,,,,,
3433302470,unknown,html css c javascript vue asp typescript,sql,windows aws,,jquery,visual_studio,jira,,
3433303468,unknown,d r python,,azure linux aws,,,,,,
3433311184,Bachelors,,,,bi,,,,,
3432068057,Bachelors,,oracle,,,,,,,
3432080355,Bachelors,php,mysql,slack linux windows docker,,drupal,zend,jira,selenium,
3432080512,Bachelors,,sql,,hadoop,,,,,qlik
3432085645,Bachelors,r,sql,,,,,,,
3432105190,unknown,apex,,,,,,,,
3432108882,unknown,,oracle,windows gcp,,,,,,
3432130975,Bachelors,,,,,,,,,qlik
3432134973,unknown,c c++ java matlab python,,,,,,,,
3436440325,Bachelors,php css javascript html vue,mysql,wordpress,,jquery drupal,,trello jira,,
3436442512,unknown,,redis cassandra elasticsearch postgresql,aws,,,,,,
3436447862,High School,processing,,,,,,,,
3436465923,Bachelors,python,sql,azure docker,etl,,,,,looker tableau salesforce
3432142441,Bachelors,puppet processing,,,chef ansible hadoop spark,,,,,
3432145560,unknown,,,,,,,,selenium,
3432164447,Bachelors,r format python,sql oracle,,bi,,,,,tableau
3432164725,High School,,sql,,,,,,,
3432177541,unknown,go,,,bi,,,,,tableau
3432279439,Bachelors,,oracle,aws azure,,spring,,,,
3432295073,Bachelors,go,,,,,,,,
3432295616,Bachelors,php javascript java scala,mysql mongodb cassandra,,spark,,,,,
3432297114,unknown,javascript,sql,,react,ruby_on_rails,,,,
3432316476,Bachelors,c c++ java format,sql,azure aws,,,,jira,,
3432319260,Bachelors,,,,,,,jira,,salesforce
3432320141,unknown,python,,,pandas machine_learning,,,,,
3432322070,unknown,shell python,,slack docker kubernetes aws,react ansible,express,,,jenkins selenium,tableau
3432322180,unknown,c r python,sql,,react etl machine_learning,,,,,tableau
3432322876,Masters,rich go r,sql,,,,,,,tableau
3432322922,unknown,ruby php python,,linux aws,chef,,,,,
3432323069,unknown,d python,mysql redis,ios android aws,react,flask,,,,
3432341449,Bachelors,text,,,,,,smartsheet,,
3432353835,Bachelors,puppet powershell python,,azure windows,ansible,,,,,
3432372204,unknown,d c vue,sql mongodb dynamodb,aws,react,angular,,,,
3432372510,Masters,r python d,,,,,,,,
3432374796,unknown,format,,,,,,,,
3432397092,Bachelors,c++ matlab,,linux,,,,,,
3432406374,Bachelors,go,,,machine_learning,,,,,
3432409051,Bachelors,r python,,,bi machine_learning,,,,,tableau
3432412331,Bachelors,r c assembly,,,,,,,,
3432449612,Bachelors,r c d,,,bi,,,,,
3432450853,Bachelors,powershell html python,,azure linux windows aws,,,,,,
3432498655,unknown,r d,,,,,,,,
3432502584,Bachelors,rich go css javascript html typescript,elasticsearch,aws,react,,,,,
3432529600,unknown,,,linux,,,,,,
3432557799,unknown,javascript,,,react,,,,,
3432565559,unknown,,,linux,,,,,,
3432668576,unknown,ml d processing r jupyter java python,sql,azure docker kubernetes aws,spark machine_learning,express,,,,
3432668594,unknown,r d,,,,express,,,,
3432699023,unknown,processing c++ java python,,linux windows,,,,,,
3432700875,unknown,javascript,sql,,react,angular,,,,
3432713082,unknown,go apex,,,,,,,,salesforce
3436475175,Bachelors,,,,bi,,,,,
3436478915,unknown,r python,sql,,spark machine_learning,,,,,
3436479431,Masters,format,sql,,,,,,,tableau
3432714393,Bachelors,typescript javascript,,aws docker,,,,,,
3432716430,Bachelors,,,,,,,,,salesforce
3432721378,unknown,go,,,,,,,,
3432725000,Masters,c,,,machine_learning,,,,,
3432740254,Bachelors,d,,,,,,,,
3432777865,Bachelors,apex,sql,,bi,,,,,tableau
3432807402,unknown,crystal apex,,,,,,,,
3432814383,unknown,c javascript typescript,sql,azure docker aws,xamarin,angular,,,,
3436484113,unknown,rich processing python,,azure gcp aws,tensorflow machine_learning,,,,,
3436519777,unknown,processing,,,,,,,,
3432910582,unknown,,,,,,,jira,,
3432911666,Bachelors,python,sql,,,,,,,tableau
3432927612,Bachelors,python processing r,postgresql mysql sql oracle mongodb cassandra dynamodb,azure kubernetes,hadoop spark etl,,,,,
3432933027,unknown,processing,,,,,,,,
3433019462,High School,d,,,,express,,,,
3433024890,unknown,processing c c++ java r python,sql,linux windows,tensorflow torch machine_learning,,,,,
3433457842,Bachelors,c java html python,,linux windows,,,,,,
3433064386,unknown,,sql,windows,,,,,,
3433065022,Bachelors,,sql,,,,,,,
3433090800,Bachelors,html css javascript java asp python,sql,azure windows docker kubernetes aws,,spring,,,,
3433106050,unknown,,oracle,windows,,,,,,
3433128979,Bachelors,rich javascript python,sql,,react,django,,,,
3433134923,Bachelors,tsql,mysql sql postgresql,,,,visual_studio,,,
3433135543,Bachelors,,,,,spring,,,,
3433173107,unknown,,,,,,,,,salesforce
3433176494,unknown,text html,sql,,etl,,,,,
3433188848,Bachelors,r d,,,,,,,,
3433219627,Bachelors,c javascript java html python,sql,ios android,,spring angular,intellij eclipse,,,
3433221056,Bachelors,processing javascript jupyter java perl python,,azure gcp docker kubernetes aws,machine_learning,,,,,
3433221057,Bachelors,processing javascript jupyter java perl python,,azure gcp docker kubernetes aws,machine_learning,,,,,
3433222621,Bachelors,,sql,,,,,,,
3433234511,Bachelors,processing,,,,,,,,
3433237253,unknown,r c,,linux,,,,,,
3433245999,unknown,ruby puppet powershell python,,azure linux windows docker kubernetes aws,ansible,,,,,
3433284552,unknown,ruby cmake c++ perl shell python,mongodb,linux windows,chef hadoop spark,,,,jenkins,
3433344653,Bachelors,assembly,,,,,,,,
3433354929,Bachelors,r d,,,,,,,,
3433416072,Bachelors,puppet processing python,elasticsearch,azure gcp linux docker kubernetes aws,chef ansible machine_learning,,,,,
3433422699,Bachelors,c,oracle,,,,,,,
3433423317,unknown,c format d,,,,,,,,
3433453116,Bachelors,d r python,sql,,bi,,,,,
3433457884,Bachelors,r swift d,,,,,,,,
3436542158,unknown,javascript java,,ios android,hadoop,jquery angular,,,,
3436543738,unknown,processing c c++ javascript java r python,,,etl,,,,,
3436557041,unknown,rich c++ javascript vue,,azure aws,react machine_learning,,,,,
3433462273,unknown,python,sql oracle redis postgresql,,pandas machine_learning,flask django,,,,
3433465511,unknown,c,,,,,,,,
3433473207,Bachelors,powershell javascript java shell,sql,docker,,,,,jenkins,
3433478279,Bachelors,r d,,,,,,,,
3433509702,unknown,tcl verilog shell python,,linux,,,,,,
3433509839,unknown,shell python,sql oracle,ibm,,,,,,tableau
3433509979,unknown,tcl verilog shell python,,linux,,,,,,
3433530773,Bachelors,html c javascript kotlin java groovy scala,sql,aws docker kubernetes,react etl,,,,,
3433540775,Bachelors,php css c++ javascript java html python,sql,wordpress,,,,,,
3433545572,Bachelors,,sql,,,,,,,
3433545577,unknown,r ml d,,,machine_learning,,,,,
3433554782,Bachelors,go,,,,,,,,salesforce
3433555920,unknown,r c python d,,,,,,,,
3433613362,unknown,go,,,,,,,,
3433634775,unknown,,,ibm azure linux docker google_cloud_platform aws kubernetes,ansible,spring,eclipse,,,
3433652466,Masters,processing c c++ html,elasticsearch,docker kubernetes,,,,,,
3433687534,unknown,asp c,sql,android,,,,,,
3433688400,unknown,python,,azure linux aws,ansible,,,,,
3433688473,unknown,r matlab python d,,,,,,,,
3433711218,unknown,rich ml,,,,,,,,
3433719514,unknown,,sql,,etl,,,,,
3433740019,Bachelors,,sql oracle,linux,,,,,,
3433796071,Masters,python r,sql,kubernetes,pytorch tensorflow machine_learning,,,,,
3433819534,High School,css html,sql,,,,,jira,,
3433832861,unknown,css javascript html typescript,,aws,react,,,,,
3433899091,Bachelors,,mongodb microsoft_sql_server sql,,hadoop,,,,,
3433899175,unknown,powershell javascript shell python,mysql oracle redis dynamodb elasticsearch,linux windows aws,,,,,jenkins,
3433899902,Bachelors,ruby php perl python,mysql sql,linux aws,,,,,,
3433923300,unknown,perl shell,sql oracle,linux aws,,,,,,
3433925666,Bachelors,go,,,react,,,,,
3434845528,unknown,go,,,,,,,,
3436577318,Bachelors,d c c++ powershell assembly r python,sql,,,,visual_studio,,,
3436626281,Bachelors,,oracle sql,windows,,,,,,
3434152461,unknown,matlab,sql,,bi,,,,,
3434200822,Bachelors,,sql oracle,,etl,,,,,
3434328460,Bachelors,eagle,,,,,,,,
3434328467,Bachelors,matlab processing,,linux,,,,,,
3434334983,unknown,r python processing,sql,,,,,,,
3434389817,unknown,c,,windows,,,,,,
3434390815,Bachelors,,,windows linux,,,,,,
3434391160,Bachelors,processing,oracle,,,,,,,
3434410275,unknown,ml text processing java python,,,machine_learning,,,,,
