"jobid","education","programming languages","databases","platforms","misc tools","web frameworks","environments","workflow management","testing software","visualization software"
3397698417,Bachelors,ruby puppet nix javascript python,,gcp docker kubernetes aws,chef,,,,,
3397701043,Bachelors,processing,,,,,,,,
3397701564,unknown,javascript java typescript,,docker aws,react,express,,,,
3397704903,unknown,rich ml text processing d java python,sql,aws,hadoop spark machine_learning,express,,,,
3397721413,unknown,,oracle,,bi,,,,,
3397722037,unknown,,,,,,,,,salesforce
3397725295,unknown,,,azure,,,,,,
3397727236,unknown,css c javascript html asp,sql,,,,,,,
3397733369,Masters,ml c c++ matlab format python,,,machine_learning,,,,,
3397743423,unknown,r python d,,,,,,,,
3397747955,Masters,r c matlab,,,,,,,,
3397748436,unknown,r d,,,,,,,,
3397733723,Bachelors,format text,,,,,,,,leaflet
3397733738,unknown,format,,,,,,,,
3397733793,unknown,r format processing d,,,,,,,,
3397739546,unknown,scheme d,,,,,,,,
3397740242,Masters,ruby,,,,,,,,
3397749061,Bachelors,,sql,,,,,,,
3397749548,unknown,c javascript,sql,,,,,,,
3397750745,unknown,,,,bi,,,,,tableau
3397751282,unknown,ml python,,,machine_learning,,,,,
3397751286,unknown,r d,,,,,,jira,,
3397751394,unknown,ml processing d python,,linux,pytorch tensorflow keras pandas machine_learning,,,,,
3397752194,unknown,scheme,,,,,,,,
3397752201,unknown,r scheme python,sql,,machine_learning,,,,,
3397755786,unknown,d,,linux,,,,,,
3397758902,Bachelors,,,,machine_learning,,,,,
3400271435,Bachelors,c c++,,linux,,,,,,
3397760586,Bachelors,go c r,oracle sql,windows,etl,,,,,tableau
3397760698,unknown,go,,,,,,,,
3397760954,unknown,go,,,,,,,,
3397761034,Bachelors,python go c++ java,elasticsearch,linux kubernetes,hadoop spark,,,,,
3397761070,unknown,matlab python,,,,,,,,
3400271441,unknown,ruby javascript,,,react machine_learning,,,,,highcharts
3397764189,unknown,php c c++ javascript java,mysql,,unreal unity,jquery,,,,
3397764457,unknown,c,,,,,,,,
3397764566,unknown,,microsoft_sql_server sql,,etl,,,,,
3397764567,unknown,crystal java,sql oracle,,,,,,,
3400285662,unknown,javascript css html,,,,,,,,
3397764653,unknown,text r python,sql,,hadoop spark machine_learning,,,,,
3397764685,unknown,css javascript html python,mysql,,,angular,,,,
3397766975,unknown,c,sql mysql,,,,visual_studio,,,
3397771185,unknown,javascript java format,,docker aws,react,,,,,plotly
3397771372,unknown,apex,oracle sql microsoft_sql_server,azure linux windows aws,,express,,,,
3397779557,unknown,python,,,tensorflow pandas machine_learning,,,,,
3397779560,unknown,python,,,pandas machine_learning,,,,,
3397780009,Bachelors,php d c c++ java perl shell python,oracle sql mysql,azure aws,machine_learning,,,jira,jenkins,
3397780962,Bachelors,tcl perl python,,linux,,,,jira,jenkins,
3397781162,unknown,java,sql,linux,,,,,,
3397782747,unknown,rich r python,sql,,,,,,,tableau
3397782939,unknown,go d,,,machine_learning,,,,,
3397783184,unknown,go html,,,,,,,,
3397783206,unknown,r d python,sql,,,,,,,
3397783385,unknown,,sql,,,,,,,
3397783431,unknown,processing d scheme python,,gcp google_cloud google_cloud_platform aws,etl,,,jira,,salesforce
3397783624,unknown,powershell,,windows azure,,,,,,
3397783678,unknown,kotlin haskell scala clojure,mongodb,linux,hadoop spark,,,,,
3397823942,unknown,php javascript java shell asp,sql,linux windows,,spring,,,,
3397784516,Masters,go,,,,,,,,
3397790373,unknown,,sql,,,,,,selenium,
3397791528,unknown,d,,,bi,,,,,
3397793040,unknown,css javascript java html format,mysql,linux,,spring,,,,
3397794435,unknown,css javascript typescript,mongodb,aws,react,,,,,
3397818098,unknown,html,,gcp,,,,,,
3397821363,unknown,go,,,,,,,,
3397857426,unknown,scheme,,,,,,,,
3397827076,unknown,,sql,,bi,,,,,
3397828934,Bachelors,c c++,,linux,,,,,,
3397828992,unknown,go,,,react,,,,,
3397832808,unknown,ml c c++ java scala python,sql,aws gcp,pandas,,,,,
3397834599,unknown,scheme,,azure,,,,,,
3397834765,unknown,,oracle,,bi,,,,,
3397834916,unknown,c c++ scheme python,,windows,,,,,,
3397839052,unknown,r d,,,,,,,,
3397840689,unknown,,,azure aws google_cloud_platform,,,,,,
3397841205,unknown,go,,,,,,,,
3397851676,unknown,c c++,,,,express,,,,
3397857411,unknown,scheme,,,,,,,,
3397858260,unknown,processing r scala python,sql,,machine_learning,,,,,
3397863392,unknown,,,,,,,,,salesforce
3397863425,unknown,scala java python,sql,aws,spark etl,,,,,
3397863453,Bachelors,java scala python,sql,,hadoop spark machine_learning,,,,,
3397863502,unknown,ml c++ python,,,tensorflow machine_learning,,,,,
3397866940,unknown,reason,,,,,,,,
3397871150,Bachelors,,oracle sql,,etl,,,,,
3397871358,Masters,processing,,,,,,,,
3397871564,unknown,text r python,sql,azure google_cloud aws,bi machine_learning,,,,,
3397871957,unknown,scheme,,,,,,,,
3397872165,unknown,scheme,,,,,,,,
3397872853,Bachelors,java groovy,mysql sql oracle redis,azure aws,,spring ruby_on_rails jquery,intellij,jira,jenkins selenium,
3397872866,unknown,c,sql,google_cloud,,,,,,
3397876482,Bachelors,c c++ matlab python,,ios android,,,,,,
3404463549,Bachelors,python javascript,,gcp docker aws kubernetes,machine_learning,,,,,
3397878523,unknown,processing,sql,,,,,,,
3397878816,Bachelors,r processing python,,,machine_learning,,,,,
3397878898,unknown,css javascript java,sql,,react,,,,,
3397878907,unknown,,,windows linux,,,,,,
3397882470,unknown,r d,,,,,,,,
3397884981,unknown,php scheme python,mysql,azure linux windows aws,,,,,jenkins,
3397885829,unknown,format text processing,,,,,,,,
3397885906,unknown,go ruby php javascript,mysql,linux docker google_cloud_platform macos kubernetes,react,angular laravel,,,jenkins,
3397885922,Bachelors,,,windows linux,,,,,,
3397888034,unknown,processing java scala,sql,,hadoop spark etl,,,,,
3397892762,unknown,,,,,,,jira,,
3397894280,unknown,processing,,,,,,,,
3397898135,unknown,,,,,,,,,tableau salesforce
3397898172,Masters,,,aws windows linux,machine_learning,,,,,
3397898442,Bachelors,d,,,,,,,,
3397898612,unknown,css c javascript html,sql,windows,,,,,,
3397898821,Bachelors,processing c c++,,,,,visual_studio eclipse,,,
3397898826,unknown,processing perl gherkin python,,linux aws,,,,,selenium,
3397898840,Bachelors,ruby puppet processing powershell python,,azure linux windows aws,chef ansible,,,,,
3397902336,unknown,scheme,,,,,,,,
3397903485,unknown,r,,,,,,,,
3397905075,unknown,c scheme d,,,,,,,,
3397907676,unknown,go swift,,,,,,,,
3397908049,unknown,d processing,,,,,,,,
3397912225,Bachelors,go r python,oracle sql,aws,machine_learning,,,,,tableau
3397912441,Bachelors,rich d python,sql mongodb,,spark etl,,,,,salesforce
3397912511,unknown,ml c c++ java scala python,sql,aws gcp,pandas,,,,,
3397914090,Bachelors,python,sql,,,,,,,tableau
3397914123,Bachelors,java,sql,ios android,,spring,,,jenkins,
3397919253,Bachelors,c javascript java typescript python,,azure docker kubernetes aws,machine_learning,express,,,,
3397923812,unknown,python d processing,,,,,,,,
3397924742,unknown,rich processing,,,,,,,,
3397926079,unknown,r d,,,,,,,,
3397929806,unknown,r go d,,,,,,,,
3397931615,unknown,reason,,,,,,,,
3397932756,unknown,shell,sql oracle,,,,,,,
3397932885,unknown,r d,,,,,,,,
3397932998,unknown,c++ c rust python,mysql sql mongodb redis sqlite,,,,,,,
3397933759,Bachelors,java,sql oracle,linux,,,,,,
3397936795,unknown,processing c javascript java typescript,dynamodb,docker aws,react,,,,jenkins,
3397938002,unknown,css d javascript html,,,,jquery angular,,,,
3397938177,unknown,python,sql,,,,,,,
3397938184,unknown,r python,sql,,,,,,,
3397939899,unknown,ml c c++ java scala python,sql,aws gcp,pandas,,,,,
3397943018,unknown,,sql,,,,,,,
3397944433,unknown,powershell python,mysql sql,aws,,,,,,
3397944460,unknown,jupyter r python,sql,azure gcp docker kubernetes aws,hadoop spark machine_learning,,,,,
3397949176,unknown,,sql,,,,,,,
3397963368,unknown,assembly,sql,,,,,,,
3397972487,unknown,c,,,,,,,,
3397972810,unknown,,,,,,,,,tableau
3397973100,unknown,,,,,,,jira,,
3397979220,unknown,c,sql,,,,visual_studio,jira,,
3397980158,Bachelors,go css processing javascript java html,sql oracle,,,spring jquery angular,,,,
3397985001,Masters,,,android aws ios,react,,,,,
3397994380,Bachelors,python shell,,linux kubernetes,ansible,,,,,
3398004087,unknown,,,,machine_learning,,,,,
3398004734,unknown,reason c,,ios,,,,,,
3398009700,Bachelors,erlang ruby processing c c++ lisp java perl shell scheme python,,linux,,,,,,
3398027793,unknown,processing,,,machine_learning,,,,,
3398012469,unknown,java r python,elasticsearch,,tensorflow keras spark machine_learning,,,,,
3398015617,Bachelors,c processing,,,,,,,,
3398016062,unknown,scala java python,sql,aws,spark etl,,,,,
3398016244,unknown,assembly,,,,,,,,
3398016523,unknown,r go d,,,,,,,,
3398016758,unknown,,oracle sql,,etl,,,,,
3398027703,unknown,rich processing r python,sql,azure,bi machine_learning,,,,,
3398028036,Bachelors,d,,aws,ansible machine_learning,,,,jenkins,
3398028330,unknown,css c c++ javascript html,mongodb,ios android linux windows docker aws,ansible,angular,,,,
3398036657,Bachelors,reason processing,sql oracle microsoft_sql_server,,,,,,,
3398039354,unknown,go,,,,,,,,
3398043355,Bachelors,ruby css c javascript coffeescript java assembly,mysql sql,,,angular,,,,
3398044180,unknown,scheme processing,,,,,,,,
3398045295,unknown,go,,,bi react,,,,,
3398047753,unknown,d python,,,bi etl,,,,,
3398048294,unknown,go d r scheme,,,machine_learning,,,,,
3398048374,unknown,d python,,,bi etl,,,,,
3398048892,unknown,python,sql,azure gcp aws,bi hadoop spark,,,,,qlik tableau
3398056096,unknown,scheme processing,,,,,,,,
3398058989,Bachelors,go,,,,,,,,
3398059425,unknown,verilog vhdl,,,bi,,,,,
3398061317,Bachelors,go,,,,,,,,
3398061483,unknown,rich reason d r,,,bi,,,,,
3398061739,unknown,rich reason d r,,,bi,,,,,
3398062365,Bachelors,,oracle,,,,,,,
3398062403,Bachelors,rich,,,,,,,,
3398062441,Bachelors,format,sql,azure gcp aws,bi hadoop spark etl,,,,,
3398062446,Bachelors,processing format,sql oracle,ibm,bi etl,,,,,
3398062450,Bachelors,processing format,sql,azure gcp aws,bi hadoop etl,,,,,
3398063741,unknown,python,firebase sql,,,,,,,
3398073742,unknown,go,,,,,,,,
3398075525,unknown,css java html typescript,,docker kubernetes,react,,,,,
3398075621,unknown,go,,,,,,,,
3398078474,unknown,processing java,oracle sql,ibm,,spring angular,,,jenkins,
3398079301,unknown,,,,,,,jira,,
3398082095,unknown,c c++ java javascript,,,,,,,,
3398086198,unknown,r python,sql,,bi,,,,,tableau
3398088588,Bachelors,c++ crystal java matlab python,sql,,,,,,,tableau
3398089180,unknown,c c++ text,,,,,,,,
3398089670,unknown,c java,,windows,,,,,jenkins selenium,
3398098660,unknown,puppet scheme shell python,mysql sql oracle mongodb postgresql,linux,,,,,,
3398109349,unknown,r d,,,,,,,,
3398109420,Bachelors,text,,,,,,,,
3398109426,unknown,r d,,,,,,,,
3398114242,unknown,c++ java r format python,sql,,,,,,,tableau
3398122705,unknown,scheme,,,,,,,,
3398126002,unknown,c java,,windows,,,,,jenkins selenium,
3398129512,Bachelors,c d,,,,,,,,
3398131138,Bachelors,reason php powershell c javascript java python,,azure google_cloud,,,,,,
3398131233,unknown,python,,ios android linux windows,,,,,,
3398131646,unknown,,mysql oracle sql,,,,,,,
3398131692,unknown,,,,,,,,,salesforce
3398131903,unknown,c++,sql,,bi,,,,,
3398132956,Bachelors,,oracle,,,,,,,salesforce
3398140662,unknown,processing,,,,,,,,
3398148901,unknown,go scheme,,,,,,,,
3398150703,unknown,r python,sql,ibm,hadoop machine_learning,,,,,
3398152289,unknown,d,,,,,,,,
3398152462,unknown,processing d,,,,,,,,
3398152480,unknown,d,,,,,,,,
3398162657,Bachelors,,sql,,bi etl machine_learning,,,,,tableau
3398163063,Bachelors,,sql,,bi etl machine_learning,,,,,tableau
3398163080,unknown,go,,google_cloud_platform,,,,,,
3398165339,unknown,python,sql,aws,etl,,,,,
3398165396,Bachelors,,,,etl,,,,,
3398165451,unknown,,,,bi,,,,,
3398165627,unknown,format,,,,,,,,
3398170181,unknown,,,gcp,,,,,,
3398173020,Masters,r,,,,,,,,
3398179541,Bachelors,c powershell swift javascript java perl shell scala typescript python,sql,azure docker,chef ansible,,,,jenkins,
3398216687,Bachelors,processing,,,,,,,,
3398196280,unknown,,sql,,,,,,,
3398201196,Bachelors,go,,,,,,,,
3398207597,Bachelors,ruby puppet r perl python,mysql mongodb elasticsearch postgresql,linux docker kubernetes aws,chef ansible machine_learning,,,,jenkins,
3398207940,Bachelors,java python,,aws,,,,,,salesforce
3398211442,unknown,,,,,,,wrike jira,,
3398213246,Bachelors,c go c++,,windows,,,,,,
3398213879,unknown,format,,,,,,,,
3398214461,unknown,c,,,,,,,,
3398224875,Bachelors,c powershell java,sql oracle,azure windows,react,,,,appium selenium,
3398238392,unknown,ml processing python,mongodb,,tensorflow keras machine_learning,,,,,
3398243352,unknown,go processing javascript,,slack gcp kubernetes,spark,,,,,
3398244179,Bachelors,assembly,,,,,,,,
3398246857,unknown,ml text processing,,,machine_learning,,,,,
3398330207,Bachelors,scala processing java perl shell python,,aws,hadoop spark machine_learning,,,,,
3398330359,Bachelors,r python,sql,,machine_learning,,,,,looker qlik powerbi tableau
3398247266,unknown,c eagle java asp,sql,,etl,,,,,
3398263533,unknown,c javascript java html,,azure aws,react,angular,,,,
3398279855,unknown,go scheme,,,,,,,,
3398283090,unknown,rich ml css processing javascript java html r,sql microsoft_sql_server,azure gcp aws,bi hadoop spark,,,,,tableau
3398287013,unknown,apex,,,,,,,,salesforce
3398330360,Bachelors,processing python,,,hadoop pandas spark machine_learning,,,,,qlik
3398330860,Bachelors,rich,,,,,,,,
3398330897,unknown,,sql,,,,,,,
3398331680,unknown,go,,,,,,,,
3398296896,unknown,ruby python,mysql postgresql,linux aws,chef ansible,,,,,
3398296972,unknown,c++ php python,,linux,,,,,,
3398296976,unknown,java,microsoft_sql_server,,,,eclipse,,,
3398297215,Masters,python,sql,,machine_learning,,,,,tableau
3398298406,unknown,processing,,,,,,,,
3398333386,unknown,,,,machine_learning,,,,,
3398312541,unknown,,,windows,,,,,,
3398316688,unknown,ml processing javascript python,,ibm,machine_learning,,,,,
3398317238,unknown,,oracle,,,,,,,
3398317595,Bachelors,r d,,,,,,,,
3398317834,unknown,go ruby c javascript format java python,mysql mongodb redis postgresql,,react,,,,,
3398318047,unknown,d,,,,,,,,
3398341321,unknown,ruby javascript,,,react,,,,,
3398341453,Bachelors,c d,,,,,,,,
3398341749,unknown,processing java python,sql mongodb redis elasticsearch,aws,spark,spring,,,,
3398353355,Masters,c++ fortran python,,,,express,,,,
3398356375,unknown,reason,,,,,,,,
3398356393,unknown,php kotlin java,,azure aws,,,,,,
3398359367,unknown,css html,,,,,,,,
3398367854,unknown,go ml c c++ java python,sql,gcp docker kubernetes aws,hadoop pandas spark machine_learning,,,,,
3398368841,unknown,,sql,google_cloud,,,,,,
3398368851,unknown,processing,,,machine_learning,,,,,
3398377040,Bachelors,,oracle microsoft_sql_server,ibm,bi,,,,,tableau powerbi
3398384052,unknown,go scheme,,,unity machine_learning,,,,,tableau
3398394949,unknown,go scheme,,,unity machine_learning,,,,,tableau
3398395854,unknown,,,azure linux google_cloud windows aws,,,,jira,,
3398410176,unknown,powershell shell,,linux windows docker,,,,,jenkins,
3398414900,unknown,c,,,,,,jira,,
3398416870,unknown,java,,,,,,,,
3398416988,unknown,c processing vue,,,,,,,,
3398417013,Bachelors,processing javascript java python,sql,,react spark machine_learning,angular,,,,
3398419140,unknown,,sql,,,,,,,
3398501612,unknown,processing,,,,,,,,
3398501652,unknown,scheme,,,,,,,,
3398421105,unknown,shell format python,oracle sql,linux,bi etl,,,,,tableau
3398430356,unknown,,sql,,,,,,,
3398435497,High School,go processing,mysql sql oracle,ibm,ansible,,,,jenkins,
3398436650,unknown,r d,,,,,,,,
3398438610,unknown,text,,windows,,,,,,
3398441065,unknown,ml python,sql,,,,,,,tableau
3398532614,unknown,go scala text processing java,postgresql,gcp aws,hadoop spark etl,,,,,
3398532783,unknown,matlab,,,,express,,,,
3398441088,Bachelors,,dynamodb,aws,,express,,,,
3398441305,Bachelors,python shell,,linux kubernetes,ansible,,,,,
3398476126,unknown,c scheme processing,,,,,,,,
3398477375,Bachelors,ruby c powershell javascript perl html asp tsql typescript python,mysql oracle sql,,bi hadoop spark,jquery,visual_studio,,,
3398478574,Bachelors,css d c javascript html,,,,jquery,,,,
3398547044,unknown,,,aws,,,,,,
3398484373,unknown,java python,sql,,,,,,,
3398490232,unknown,python,sql,azure gcp aws,bi hadoop spark,,,,,qlik tableau
3398490316,Bachelors,python,elasticsearch,,,,,,,
3398495461,unknown,python go processing jupyter,,,tensorflow pandas machine_learning,,,,,
3398497262,unknown,go,,,,,,,,
3398497264,unknown,go c c++,,,,,,,,
3398501335,Bachelors,python,,,,,,,,
3398501728,unknown,r,,,,,,,,
3398503239,unknown,,sql,,,,,,,
3398503278,Bachelors,c c++ java,,,,,,,,
3398503364,Bachelors,text,,,machine_learning,,,,,
3398503367,unknown,r python,sql,aws,machine_learning,flask django,,,,
3398503477,Bachelors,,,aws,,,,,,
3398503755,Bachelors,rich ruby go c c++ java python,,linux windows aws,,,,,,
3398503845,unknown,css javascript html vue,sql,docker aws,react,spring angular express django,,,,
3398503859,unknown,format,,,,,,jira,,
3398508481,unknown,,,aws,,,,,,
3398522929,Bachelors,go,,,,,,,,
3398531613,unknown,,sql,,,,,,,
3398532896,unknown,text javascript,,aws docker,,,,,,
3398533784,Bachelors,,oracle microsoft_sql_server,ibm,bi,,,,,tableau powerbi
3398534221,unknown,java scheme scala python,,aws,bi machine_learning,,,,,qlik tableau
3398548048,unknown,text,,windows,,,,,,
3398534733,unknown,scheme,,,,,,,,
3398535246,unknown,text processing python,dynamodb elasticsearch,aws,spark,,,,,
3398536792,unknown,text processing python,elasticsearch postgresql,,pytorch tensorflow keras pandas spark machine_learning,,,,,
3398537991,unknown,puppet,,azure linux docker aws kubernetes,ansible,,,,,
3398548125,unknown,rich matlab,sql,,,,,,,
3398538796,unknown,c,,,,,,,,
3398539696,unknown,python go css javascript typescript,,google_cloud_platform kubernetes,react,,,,,
3398540548,unknown,go python,,kubernetes docker,,,,,,
3398541290,unknown,go java python,sql postgresql,aws,,,,,,
3398541339,unknown,scheme,,,,,,,,powerbi
3398541470,unknown,r d,,,,,,,,
3398555042,unknown,,,,machine_learning,,,,,
3398543059,Bachelors,r processing d,,,,,,,,
3398548147,unknown,processing,,,,,,,,
